Job_Title,Company,City,Experience_Level,Skills_Required,Education_Required,Clean_Skills,Search_Text
Data Engineer,Freshworks,Mumbai,Fresher (0-1 yr),"SQL, dbt, Airflow, AWS, ETL",M.Tech/M.E.,sql dbt airflow aws etl,Data Engineer sql dbt airflow aws etl M.Tech/M.E. Fresher (0-1 yr)
Data Engineer,Cisco,Remote,Lead (10+ yrs),"Python, Airflow, Spark",B.Sc (CS/IT),python airflow spark,Data Engineer python airflow spark B.Sc (CS/IT) Lead (10+ yrs)
Business Analyst,Ola,Bhubaneswar,Lead (10+ yrs),"Agile, Power BI, JIRA",M.Tech/M.E.,agile power bi jira,Business Analyst agile power bi jira M.Tech/M.E. Lead (10+ yrs)
Technical Lead,Cisco,Mumbai,Junior (1-3 yrs),"Team Leadership, Agile, Code Review",MCA,team leadership agile code review,Technical Lead team leadership agile code review MCA Junior (1-3 yrs)
Java Developer,Oracle,Lucknow,Fresher (0-1 yr),"Java, Hibernate, REST APIs, Microservices",B.Tech/B.E.,java hibernate rest apis microservices,Java Developer java hibernate rest apis microservices B.Tech/B.E. Fresher (0-1 yr)
Node.js Developer,Cisco,Remote,Junior (1-3 yrs),"Express.js, MongoDB, Node.js",M.Tech/M.E.,expressjs mongodb nodejs,Node.js Developer expressjs mongodb nodejs M.Tech/M.E. Junior (1-3 yrs)
DevOps Engineer,Wipro,Remote,Senior (6-10 yrs),"Kubernetes, Terraform, Linux, Jenkins",MCA,kubernetes terraform linux jenkins,DevOps Engineer kubernetes terraform linux jenkins MCA Senior (6-10 yrs)
NLP Engineer,Setu,Remote,Fresher (0-1 yr),"HuggingFace, BERT, SpaCy, TensorFlow, Python, LLMs",B.Tech/B.E.,huggingface bert spacy tensorflow python llm,NLP Engineer huggingface bert spacy tensorflow python llm B.Tech/B.E. Fresher (0-1 yr)
UI/UX Designer,Chargebee,Delhi,Fresher (0-1 yr),"Figma, Adobe XD, Wireframing, Prototyping",B.Tech/B.E.,figma adobe xd wireframing prototyping,UI/UX Designer figma adobe xd wireframing prototyping B.Tech/B.E. Fresher (0-1 yr)
Full Stack Developer,Deloitte,Remote,Fresher (0-1 yr),"Python, Docker, MongoDB, Node.js",M.Tech/M.E.,python docker mongodb nodejs,Full Stack Developer python docker mongodb nodejs M.Tech/M.E. Fresher (0-1 yr)
Software Engineer,Tech Mahindra,Bangalore,Junior (1-3 yrs),"Python, REST APIs, C++, Java, Data Structures, Git",BCA,python rest apis c java data structure git,Software Engineer python rest apis c java data structure git BCA Junior (1-3 yrs)
Cloud Engineer,Hasura,Remote,Junior (1-3 yrs),"GCP, Linux, Terraform, Azure, Docker, Kubernetes",B.Tech/B.E.,gcp linux terraform azure docker kubernetes,Cloud Engineer gcp linux terraform azure docker kubernetes B.Tech/B.E. Junior (1-3 yrs)
Data Engineer,PhonePe,Remote,Fresher (0-1 yr),"dbt, AWS, Airflow",MCA,dbt aws airflow,Data Engineer dbt aws airflow MCA Fresher (0-1 yr)
Python Developer,Deloitte,Remote,Mid (3-6 yrs),"Docker, PostgreSQL, AWS, Python, REST APIs",B.Tech/B.E.,docker postgresql aws python rest apis,Python Developer docker postgresql aws python rest apis B.Tech/B.E. Mid (3-6 yrs)
Data Analyst,HAL,Remote,Lead (10+ yrs),"Tableau, Power BI, Data Visualization, Python",M.Tech/M.E.,tableau power bi data visualization python,Data Analyst tableau power bi data visualization python M.Tech/M.E. Lead (10+ yrs)
Data Scientist,IBM,Remote,Fresher (0-1 yr),"NLP, Deep Learning, Pandas, Statistics",M.Tech/M.E.,nlp deep learning panda statistic,Data Scientist nlp deep learning panda statistic M.Tech/M.E. Fresher (0-1 yr)
Frontend Developer,Fi Money,Delhi,Mid (3-6 yrs),"Next.js, JavaScript, TypeScript, HTML/CSS",B.Tech/B.E.,nextjs javascript typescript htmlcss,Frontend Developer nextjs javascript typescript htmlcss B.Tech/B.E. Mid (3-6 yrs)
Android Developer,Flipkart,Jaipur,Junior (1-3 yrs),"REST APIs, Kotlin, Java",B.Tech/B.E.,rest apis kotlin java,Android Developer rest apis kotlin java B.Tech/B.E. Junior (1-3 yrs)
React Developer,Byju's,Hyderabad,Mid (3-6 yrs),"Next.js, HTML/CSS, React, TypeScript, Redux",BCA,nextjs htmlcss react typescript redux,React Developer nextjs htmlcss react typescript redux BCA Mid (3-6 yrs)
QA Engineer,Meesho,Bhubaneswar,Junior (1-3 yrs),"API Testing, Python, Postman, Manual Testing",BCA,api testing python postman manual testing,QA Engineer api testing python postman manual testing BCA Junior (1-3 yrs)
React Developer,BEL,Hyderabad,Lead (10+ yrs),"Redux, JavaScript, React, TypeScript, HTML/CSS, Next.js",M.Tech/M.E.,redux javascript react typescript htmlcss nextjs,React Developer redux javascript react typescript htmlcss nextjs M.Tech/M.E. Lead (10+ yrs)
Python Developer,Zoho,Nagpur,Mid (3-6 yrs),"AWS, Docker, REST APIs",PhD,aws docker rest apis,Python Developer aws docker rest apis PhD Mid (3-6 yrs)
Android Developer,Oracle,Remote,Junior (1-3 yrs),"Java, REST APIs, Android SDK, Jetpack Compose",B.Tech/B.E.,java rest apis android sdk jetpack compose,Android Developer java rest apis android sdk jetpack compose B.Tech/B.E. Junior (1-3 yrs)
Software Engineer,TCS,Nagpur,Junior (1-3 yrs),"Python, REST APIs, Data Structures, Java, C++",B.Tech/B.E.,python rest apis data structure java c,Software Engineer python rest apis data structure java c B.Tech/B.E. Junior (1-3 yrs)
QA Engineer,Leadsquared,Remote,Mid (3-6 yrs),"Postman, API Testing, JIRA",M.Tech/M.E.,postman api testing jira,QA Engineer postman api testing jira M.Tech/M.E. Mid (3-6 yrs)
React Developer,Fi Money,Remote,Mid (3-6 yrs),"JavaScript, Redux, TypeScript, HTML/CSS, Next.js, React",B.Tech/B.E.,javascript redux typescript htmlcss nextjs react,React Developer javascript redux typescript htmlcss nextjs react B.Tech/B.E. Mid (3-6 yrs)
Full Stack Developer,Slice,Pune,Senior (6-10 yrs),"AWS, Node.js, Docker",M.Tech/M.E.,aws nodejs docker,Full Stack Developer aws nodejs docker M.Tech/M.E. Senior (6-10 yrs)
React Developer,Accenture,Delhi,Mid (3-6 yrs),"Redux, React, Next.js, HTML/CSS",MCA,redux react nextjs htmlcss,React Developer redux react nextjs htmlcss MCA Mid (3-6 yrs)
iOS Developer,Google,Bangalore,Lead (10+ yrs),"Swift, Xcode, Firebase",B.Tech/B.E.,swift xcode firebase,iOS Developer swift xcode firebase B.Tech/B.E. Lead (10+ yrs)
AI Engineer,BSNL,Chennai,Fresher (0-1 yr),"Prompt Engineering, OpenAI API, Vector DBs, RAG",BCA,prompt engineering openai api vector db rag,AI Engineer prompt engineering openai api vector db rag BCA Fresher (0-1 yr)
MLOps Engineer,Meesho,Mumbai,Junior (1-3 yrs),"CI/CD, Python, Docker, MLflow, AWS",MCA,cicd python docker mlflow aws,MLOps Engineer cicd python docker mlflow aws MCA Junior (1-3 yrs)
Android Developer,Leadsquared,Remote,Junior (1-3 yrs),"Android SDK, Firebase, Java",MBA,android sdk firebase java,Android Developer android sdk firebase java MBA Junior (1-3 yrs)
QA Engineer,Leadsquared,Chennai,Fresher (0-1 yr),"Manual Testing, API Testing, Postman, Python, JIRA",MCA,manual testing api testing postman python jira,QA Engineer manual testing api testing postman python jira MCA Fresher (0-1 yr)
Data Analyst,Cisco,Mumbai,Mid (3-6 yrs),"Power BI, Statistics, Tableau",MCA,power bi statistic tableau,Data Analyst power bi statistic tableau MCA Mid (3-6 yrs)
Cybersecurity Analyst,Lenskart,Kolkata,Fresher (0-1 yr),"Python, SIEM, Network Security, Penetration Testing, Ethical Hacking",B.Com + Certification,python siem network security penetration testing ethical hacking,Cybersecurity Analyst python siem network security penetration testing ethical hacking B.Com + Certification Fresher (0-1 yr)
Full Stack Developer,PhonePe,Pune,Lead (10+ yrs),"Docker, Node.js, Python, React",B.Tech/B.E.,docker nodejs python react,Full Stack Developer docker nodejs python react B.Tech/B.E. Lead (10+ yrs)
Data Scientist,Slice,Hyderabad,Junior (1-3 yrs),"Statistics, Pandas, Tableau, Deep Learning, NLP, Machine Learning",B.Tech/B.E.,statistic panda tableau deep learning nlp machine learning,Data Scientist statistic panda tableau deep learning nlp machine learning B.Tech/B.E. Junior (1-3 yrs)
iOS Developer,HCL Technologies,Remote,Lead (10+ yrs),"Swift, Firebase, REST APIs, Core Data, SwiftUI",B.Sc (CS/IT),swift firebase rest apis core data swiftui,iOS Developer swift firebase rest apis core data swiftui B.Sc (CS/IT) Lead (10+ yrs)
Backend Developer,Dream11,Remote,Senior (6-10 yrs),"Django, PostgreSQL, Redis",MBA,django postgresql redis,Backend Developer django postgresql redis MBA Senior (6-10 yrs)
React Developer,Fi Money,Remote,Junior (1-3 yrs),"JavaScript, Next.js, Redux",B.Tech/B.E.,javascript nextjs redux,React Developer javascript nextjs redux B.Tech/B.E. Junior (1-3 yrs)
Business Analyst,InMobi,Chennai,Fresher (0-1 yr),"JIRA, Power BI, Agile, Excel, Requirements Gathering, SQL",B.Sc (CS/IT),jira power bi agile excel requirement gathering sql,Business Analyst jira power bi agile excel requirement gathering sql B.Sc (CS/IT) Fresher (0-1 yr)
Machine Learning Engineer,Cognizant,Remote,Fresher (0-1 yr),"TensorFlow, AWS, Docker",M.Tech/M.E.,tensorflow aws docker,Machine Learning Engineer tensorflow aws docker M.Tech/M.E. Fresher (0-1 yr)
Java Developer,Infosys,Indore,Junior (1-3 yrs),"SQL, Hibernate, Maven, Spring Boot, Java, REST APIs",B.Tech/B.E.,sql hibernate maven spring boot java rest apis,Java Developer sql hibernate maven spring boot java rest apis B.Tech/B.E. Junior (1-3 yrs)
Java Developer,BSNL,Hyderabad,Junior (1-3 yrs),"Java, SQL, Spring Boot",B.Tech/B.E.,java sql spring boot,Java Developer java sql spring boot B.Tech/B.E. Junior (1-3 yrs)
Java Developer,TCS,Remote,Fresher (0-1 yr),"Spring Boot, Microservices, SQL, Maven, Hibernate, REST APIs",B.Tech/B.E.,spring boot microservices sql maven hibernate rest apis,Java Developer spring boot microservices sql maven hibernate rest apis B.Tech/B.E. Fresher (0-1 yr)
Backend Developer,IBM,Remote,Fresher (0-1 yr),"Docker, Node.js, Django, PostgreSQL",MBA,docker nodejs django postgresql,Backend Developer docker nodejs django postgresql MBA Fresher (0-1 yr)
Data Engineer,Tech Mahindra,Remote,Mid (3-6 yrs),"AWS, dbt, SQL, Spark, ETL, Python",B.Sc (CS/IT),aws dbt sql spark etl python,Data Engineer aws dbt sql spark etl python B.Sc (CS/IT) Mid (3-6 yrs)
Node.js Developer,HCL Technologies,Remote,Junior (1-3 yrs),"JavaScript, Node.js, MongoDB, REST APIs, TypeScript",BCA,javascript nodejs mongodb rest apis typescript,Node.js Developer javascript nodejs mongodb rest apis typescript BCA Junior (1-3 yrs)
Research Scientist,Zomato,Bangalore,Fresher (0-1 yr),"PyTorch, R, Deep Learning, Statistics",B.Tech/B.E.,pytorch r deep learning statistic,Research Scientist pytorch r deep learning statistic B.Tech/B.E. Fresher (0-1 yr)
AI Engineer,Capgemini,Remote,Junior (1-3 yrs),"LangChain, Vector DBs, RAG, Prompt Engineering",B.Tech/B.E.,langchain vector db rag prompt engineering,AI Engineer langchain vector db rag prompt engineering B.Tech/B.E. Junior (1-3 yrs)
Node.js Developer,Urban Company,Chennai,Senior (6-10 yrs),"TypeScript, JavaScript, REST APIs",B.Tech/B.E.,typescript javascript rest apis,Node.js Developer typescript javascript rest apis B.Tech/B.E. Senior (6-10 yrs)
Research Scientist,Deloitte,Hyderabad,Fresher (0-1 yr),"PyTorch, Statistics, Deep Learning",B.Tech/B.E.,pytorch statistic deep learning,Research Scientist pytorch statistic deep learning B.Tech/B.E. Fresher (0-1 yr)
Python Developer,Slice,Pune,Junior (1-3 yrs),"Python, REST APIs, PostgreSQL, Django, AWS, Docker",B.Tech/B.E.,python rest apis postgresql django aws docker,Python Developer python rest apis postgresql django aws docker B.Tech/B.E. Junior (1-3 yrs)
Backend Developer,Accenture,Remote,Fresher (0-1 yr),"Node.js, MongoDB, PostgreSQL, Python, FastAPI, Django",B.Tech/B.E.,nodejs mongodb postgresql python fastapi django,Backend Developer nodejs mongodb postgresql python fastapi django B.Tech/B.E. Fresher (0-1 yr)
DevOps Engineer,Nykaa,Chandigarh,Mid (3-6 yrs),"Jenkins, Docker, Ansible, CI/CD, AWS, Terraform",M.Tech/M.E.,jenkins docker ansible cicd aws terraform,DevOps Engineer jenkins docker ansible cicd aws terraform M.Tech/M.E. Mid (3-6 yrs)
Machine Learning Engineer,Microsoft,Remote,Mid (3-6 yrs),"TensorFlow, Docker, MLOps, Scikit-learn, AWS",MBA,tensorflow docker mlops scikitlearn aws,Machine Learning Engineer tensorflow docker mlops scikitlearn aws MBA Mid (3-6 yrs)
Backend Developer,Swiggy,Remote,Fresher (0-1 yr),"Django, Node.js, MongoDB, Docker, FastAPI, PostgreSQL",B.Sc (CS/IT),django nodejs mongodb docker fastapi postgresql,Backend Developer django nodejs mongodb docker fastapi postgresql B.Sc (CS/IT) Fresher (0-1 yr)
Backend Developer,IBM,Remote,Mid (3-6 yrs),"Redis, Java, Python",BCA,redis java python,Backend Developer redis java python BCA Mid (3-6 yrs)
Power BI Developer,MakeMyTrip,Remote,Junior (1-3 yrs),"Data Modeling, SQL, ETL, Excel, Power BI, DAX",B.Tech/B.E.,data modeling sql etl excel power bi dax,Power BI Developer data modeling sql etl excel power bi dax B.Tech/B.E. Junior (1-3 yrs)
Python Developer,DRDO,Remote,Senior (6-10 yrs),"PostgreSQL, AWS, REST APIs, Python, Docker, Django",B.Tech/B.E.,postgresql aws rest apis python docker django,Python Developer postgresql aws rest apis python docker django B.Tech/B.E. Senior (6-10 yrs)
Data Scientist,ONGC,Remote,Senior (6-10 yrs),"TensorFlow, Tableau, Deep Learning, Scikit-learn, Pandas",B.Sc (CS/IT),tensorflow tableau deep learning scikitlearn panda,Data Scientist tensorflow tableau deep learning scikitlearn panda B.Sc (CS/IT) Senior (6-10 yrs)
Blockchain Developer,Urban Company,Hyderabad,Mid (3-6 yrs),"Python, Web3.js, Solidity, Smart Contracts",M.Tech/M.E.,python web j solidity smart contract,Blockchain Developer python web j solidity smart contract M.Tech/M.E. Mid (3-6 yrs)
React Developer,Slice,Mumbai,Senior (6-10 yrs),"TypeScript, Redux, Next.js, HTML/CSS, React",MCA,typescript redux nextjs htmlcss react,React Developer typescript redux nextjs htmlcss react MCA Senior (6-10 yrs)
Software Engineer,Setu,Indore,Fresher (0-1 yr),"Java, Python, Algorithms, Git, System Design, C++",B.Tech/B.E.,java python algorithm git system design c,Software Engineer java python algorithm git system design c B.Tech/B.E. Fresher (0-1 yr)
Data Scientist,Leadsquared,Kochi,Lead (10+ yrs),"TensorFlow, Scikit-learn, NLP, Deep Learning, Machine Learning",B.Tech/B.E.,tensorflow scikitlearn nlp deep learning machine learning,Data Scientist tensorflow scikitlearn nlp deep learning machine learning B.Tech/B.E. Lead (10+ yrs)
Java Developer,Paytm,Pune,Lead (10+ yrs),"Hibernate, Java, Microservices",B.Tech/B.E.,hibernate java microservices,Java Developer hibernate java microservices B.Tech/B.E. Lead (10+ yrs)
QA Engineer,NTPC,Remote,Senior (6-10 yrs),"Manual Testing, Python, Selenium, JIRA, API Testing",BCA,manual testing python selenium jira api testing,QA Engineer manual testing python selenium jira api testing BCA Senior (6-10 yrs)
Data Scientist,Setu,Remote,Mid (3-6 yrs),"NLP, TensorFlow, Machine Learning, Scikit-learn, Pandas",MBA,nlp tensorflow machine learning scikitlearn panda,Data Scientist nlp tensorflow machine learning scikitlearn panda MBA Mid (3-6 yrs)
Backend Developer,Leadsquared,Remote,Mid (3-6 yrs),"PostgreSQL, FastAPI, Redis, Java, Django",M.Tech/M.E.,postgresql fastapi redis java django,Backend Developer postgresql fastapi redis java django M.Tech/M.E. Mid (3-6 yrs)
Technical Lead,Cisco,Bangalore,Senior (6-10 yrs),"Microservices, Team Leadership, Agile, Code Review",B.Sc (CS/IT),microservices team leadership agile code review,Technical Lead microservices team leadership agile code review B.Sc (CS/IT) Senior (6-10 yrs)
Data Analyst,Wipro,Remote,Fresher (0-1 yr),"Data Visualization, SQL, Excel, Tableau, Power BI, Python",MCA,data visualization sql excel tableau power bi python,Data Analyst data visualization sql excel tableau power bi python MCA Fresher (0-1 yr)
Business Analyst,Slice,Remote,Fresher (0-1 yr),"Excel, SQL, Requirements Gathering, Power BI, JIRA",B.Sc (CS/IT),excel sql requirement gathering power bi jira,Business Analyst excel sql requirement gathering power bi jira B.Sc (CS/IT) Fresher (0-1 yr)
Cybersecurity Analyst,PhonePe,Remote,Lead (10+ yrs),"Network Security, Penetration Testing, Python, SIEM",B.Tech/B.E.,network security penetration testing python siem,Cybersecurity Analyst network security penetration testing python siem B.Tech/B.E. Lead (10+ yrs)
Full Stack Developer,Slice,Pune,Junior (1-3 yrs),"React, Docker, REST APIs",BCA,react docker rest apis,Full Stack Developer react docker rest apis BCA Junior (1-3 yrs)
QA Engineer,Microsoft,Chandigarh,Junior (1-3 yrs),"Selenium, API Testing, Manual Testing, Python, Postman, JIRA",MCA,selenium api testing manual testing python postman jira,QA Engineer selenium api testing manual testing python postman jira MCA Junior (1-3 yrs)
Business Analyst,Google,Mumbai,Fresher (0-1 yr),"SQL, JIRA, Agile",B.Tech/B.E.,sql jira agile,Business Analyst sql jira agile B.Tech/B.E. Fresher (0-1 yr)
Business Analyst,Fi Money,Remote,Mid (3-6 yrs),"Power BI, JIRA, Agile",B.Sc (CS/IT),power bi jira agile,Business Analyst power bi jira agile B.Sc (CS/IT) Mid (3-6 yrs)
Data Analyst,Hasura,Indore,Junior (1-3 yrs),"Excel, SQL, Tableau, Python, Data Visualization",B.Tech/B.E.,excel sql tableau python data visualization,Data Analyst excel sql tableau python data visualization B.Tech/B.E. Junior (1-3 yrs)
Cloud Engineer,BSNL,Remote,Mid (3-6 yrs),"Linux, Docker, Terraform, Azure, GCP, Kubernetes",MBA,linux docker terraform azure gcp kubernetes,Cloud Engineer linux docker terraform azure gcp kubernetes MBA Mid (3-6 yrs)
UI/UX Designer,BEL,Remote,Senior (6-10 yrs),"CSS, User Research, Figma, Adobe XD",B.Tech/B.E.,cs user research figma adobe xd,UI/UX Designer cs user research figma adobe xd B.Tech/B.E. Senior (6-10 yrs)
Android Developer,Oracle,Bhubaneswar,Fresher (0-1 yr),"Kotlin, Jetpack Compose, Android SDK, Firebase",B.Sc (CS/IT),kotlin jetpack compose android sdk firebase,Android Developer kotlin jetpack compose android sdk firebase B.Sc (CS/IT) Fresher (0-1 yr)
Android Developer,Swiggy,Remote,Senior (6-10 yrs),"Firebase, Kotlin, REST APIs, Java, Android SDK, Jetpack Compose",B.Tech/B.E.,firebase kotlin rest apis java android sdk jetpack compose,Android Developer firebase kotlin rest apis java android sdk jetpack compose B.Tech/B.E. Senior (6-10 yrs)
Engineering Manager,Khatabook,Mumbai,Mid (3-6 yrs),"System Design, Roadmapping, Hiring, OKRs, Agile, People Management",B.Sc (CS/IT),system design roadmapping hiring okrs agile people management,Engineering Manager system design roadmapping hiring okrs agile people management B.Sc (CS/IT) Mid (3-6 yrs)
Full Stack Developer,Leadsquared,Remote,Junior (1-3 yrs),"Node.js, Python, PostgreSQL, REST APIs, Docker, React",B.Sc (CS/IT),nodejs python postgresql rest apis docker react,Full Stack Developer nodejs python postgresql rest apis docker react B.Sc (CS/IT) Junior (1-3 yrs)
